Numero;Bloc;Sp;mod;gf;TrophicGroup;MN.TG.nem.J.y.m2;Mass.TG.nem.g.m2
45;B;T.r.;L;Legumes;Bacterivores;154075,727486116783;0,136715017567188374
45;B;T.r.;L;Legumes;Facultative phytophages;1689,688596420907;0,000877127999789489
45;B;T.r.;L;Legumes;Fongivores;5597,215203261980;0,003625462399129890
45;B;T.r.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
45;B;T.r.;L;Legumes;Phytoparasites;12695,381403490299;0,015963729596168708
45;B;T.r.;L;Legumes;Predators;0,000000000000;0,000000000000000000
45;C;T.r.;L;Legumes;Bacterivores;647579,192969760043;0,568927841718020133
45;C;T.r.;L;Legumes;Facultative phytophages;0,000000000000;0,000000000000000000
45;C;T.r.;L;Legumes;Fongivores;9794,432565545689;0,006277158448830266
45;C;T.r.;L;Legumes;Omnivores;0,000000000000;0,000000000000000000
45;C;T.r.;L;Legumes;Phytoparasites;0,000000000000;0,000000000000000000
45;C;T.r.;L;Legumes;Predators;0,000000000000;0,000000000000000000
46;A;NA;T;Temoins;Bacterivores;83041,955232299108;0,057719673756596861
46;A;NA;T;Temoins;Facultative phytophages;0,000000000000;0,000000000000000000
46;A;NA;T;Temoins;Fongivores;1097,368915722873;0,000613107308491924
46;A;NA;T;Temoins;Omnivores;29511,970940156258;0,051559405085558979
46;A;NA;T;Temoins;Phytoparasites;459,395497584617;0,000175173516711978
46;A;NA;T;Temoins;Predators;0,000000000000;0,000000000000000000
46;B;NA;T;Temoins;Bacterivores;128652,077598835429;0,099987214408083142
46;B;NA;T;Temoins;Facultative phytophages;0,000000000000;0,000000000000000000
46;B;NA;T;Temoins;Fongivores;0,000000000000;0,000000000000000000
46;B;NA;T;Temoins;Omnivores;0,000000000000;0,000000000000000000
46;B;NA;T;Temoins;Phytoparasites;386,204043604243;0,000151610635948572
46;B;NA;T;Temoins;Predators;0,000000000000;0,000000000000000000
46;C;NA;T;Temoins;Bacterivores;135303,735334860801;0,102359774760302391
46;C;NA;T;Temoins;Facultative phytophages;0,000000000000;0,000000000000000000
46;C;NA;T;Temoins;Fongivores;1039,008677197447;0,000621438355006172
46;C;NA;T;Temoins;Omnivores;27942,466246934266;0,052260006425757170
46;C;NA;T;Temoins;Phytoparasites;0,000000000000;0,000000000000000000
46;C;NA;T;Temoins;Predators;0,000000000000;0,000000000000000000
47;A;NA;T;Temoins;Bacterivores;181075,641413915495;0,126971128416552087
47;A;NA;T;Temoins;Facultative phytophages;1867,132731454061;0,000941456710948236
47;A;NA;T;Temoins;Fongivores;3092,505841946103;0,001945677202626355
47;A;NA;T;Temoins;Omnivores;31721,967585548326;0,055420418384486171
47;A;NA;T;Temoins;Phytoparasites;3022,820873255620;0,001882913421896472
47;A;NA;T;Temoins;Predators;0,000000000000;0,000000000000000000
47;B;NA;T;Temoins;Bacterivores;18418,757710181861;0,013182088041692774
47;B;NA;T;Temoins;Facultative phytophages;0,000000000000;0,000000000000000000
47;B;NA;T;Temoins;Fongivores;0,000000000000;0,000000000000000000
47;B;NA;T;Temoins;Omnivores;0,000000000000;0,000000000000000000
47;B;NA;T;Temoins;Phytoparasites;0,000000000000;0,000000000000000000
47;B;NA;T;Temoins;Predators;0,000000000000;0,000000000000000000
47;C;NA;T;Temoins;Bacterivores;518233,472020359361;0,419094030077472257
47;C;NA;T;Temoins;Facultative phytophages;0,000000000000;0,000000000000000000
47;C;NA;T;Temoins;Fongivores;11424,469074821915;0,006833054838219656
47;C;NA;T;Temoins;Omnivores;102414,236607859639;0,191542457845966907
47;C;NA;T;Temoins;Phytoparasites;0,000000000000;0,000000000000000000
47;C;NA;T;Temoins;Predators;0,000000000000;0,000000000000000000
